Seq_ID,DESI_ID,sobs,chao,chao_lci,chao_hci,ace,ace_lci,ace_hci,invsimpson,invsimpson_lci,invsimpson_hci,npshannon,coverage,shannon,shannon_lci,shannon_hci,nseqs
G201,139,9,10,9.093649,19.678164,12.75,10.153688,21.189167,1.995321,1.928507,2.06693,0.847518,0.997749,0.834656,0.791674,0.877639,21707
G202,333,4,4,4,4,4,4,4,1.010584,1.002815,1.018474,0.042234,1,0.038469,0.013858,0.063081,31955
G203,196,3,3,3,0,4.759259,3.203899,18.179081,1.010573,1.002821,1.018445,0.038881,0.99925,0.034957,0.012835,0.057079,28811
G204,114,3,4,3.077375,15.924098,0,0,0,1.003009,0.998876,1.007176,0.020061,0.9985,0.012295,-0.002725,0.027314,42292
G205,382,5,5.5,5.030262,13.261169,8,5.569395,20.806245,1.920105,1.877449,1.964745,0.698462,0.9985,0.690184,0.668466,0.711902,24716
G206,537,7,7.5,7.030262,15.261169,9.222222,7.251676,26.621519,2.0525,2.016129,2.090207,0.792648,0.9985,0.784187,0.751782,0.816592,43876
G207,383,2,2,2,2,0,0,0,1.898032,1.855362,1.942712,0.665678,1,0.665678,0.653227,0.678129,31833
G208,146,4,5,4.075339,17.273425,0,0,0,1.03674,1.022187,1.051713,0.104013,0.9985,0.096372,0.064711,0.128033,27748
G209,381,6,12,6.967351,43.21504,0,0,0,1.923729,1.881678,1.967704,0.705727,0.996999,0.692223,0.669771,0.714674,21828
G210,98,4,4,4,0,0,0,0,1.170394,1.13689,1.205933,0.330819,0.99925,0.327173,0.280867,0.373479,34381
G211,133,15,30,18.279242,83.613414,32.606592,21.398539,63.447319,2.583717,2.458401,2.722495,1.243289,0.995499,1.224204,1.168793,1.279614,26173
G212,536,9,19,10.92167,61.03806,35.25954,18.788958,79.442988,2.018902,1.982699,2.056452,0.780815,0.996249,0.764029,0.73128,0.796777,36002
G213,122,5,5,5,5,5,5,5,1.427406,1.371225,1.488388,0.570029,1,0.568445,0.520513,0.616377,8056
G214,463,2,2,2,2,2,2,2,1.003008,0.998878,1.007172,0.012779,1,0.011255,-0.002292,0.024802,38474
G215,69,4,4,4,0,5,4.195576,9.113106,1.025904,1.013708,1.038396,0.081036,0.99925,0.075676,0.045506,0.105846,39707
G216,541,10,20.5,12.03458,64.188088,38,11.941651,413.780128,1.036891,1.022218,1.051991,0.144099,0.994749,0.115874,0.075984,0.155764,28610
G217,220,17,26.333333,18.937063,61.970717,68.050667,41.863923,121.81735,2.596419,2.437913,2.77697,1.336138,0.993998,1.308972,1.251104,1.366841,27200
G218,202,4,4,4,0,5,4.195576,9.113106,1.33822,1.29175,1.388159,0.437028,0.99925,0.431935,0.394771,0.469098,21053
G219,505,7,13,7.962505,44.402388,0,0,0,2.435805,2.351645,2.526214,1.001004,0.996999,0.988389,0.957595,1.019182,30923
G220,270,5,5,5,0,5.701389,5.052291,14.407886,1.067202,1.047152,1.088036,0.174746,0.99925,0.170649,0.129256,0.212042,36608
G221,37,8,8,8,0,8.375,8.041955,11.351844,1.988362,1.945324,2.033348,0.765293,0.99925,0.757947,0.724039,0.791854,21189
G222,570,4,4,4,0,0,0,0,2.085763,2.054562,2.117927,0.786844,0.99925,0.78354,0.757586,0.809494,33127
G223,326,4,7,4.373525,28.094805,0,0,0,1.004518,0.999451,1.009636,0.030082,0.997749,0.018441,5.50E-05,0.036828,41180
G224,237,4,4,4,0,4.527111,4.034457,12.063503,1.024397,1.01254,1.036534,0.079465,0.99925,0.075596,0.044471,0.106721,30343
G225,118,2,2,2,2,2,2,2,1.003008,0.998878,1.007172,0.012779,1,0.011255,-0.002292,0.024802,12499
G226,38,7,10,7.39133,29.998494,17,8.095712,98.264874,2.019596,2.005167,2.034234,0.740785,0.996999,0.725851,0.703156,0.748546,26758
G227,3,25,27.8,25.540907,39.494168,34.422222,27.80338,56.668298,2.285778,2.210129,2.36679,1.110485,0.993998,1.071034,1.00891,1.133157,34258
G228,373,3,3,3,0,4.12,3.077439,19.198584,1.009055,1.001883,1.016331,0.03485,0.99925,0.030841,0.009658,0.052023,38714
G229,259,2,2,2,0,0,0,0,1.001503,0.998582,1.00444,0.010034,0.99925,0.006148,-0.004478,0.016773,31055
G230,194,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,39328
G231,143,12,12.333333,12.018627,17.964957,12.962799,12.115228,20.044777,1.249906,1.208344,1.294428,0.469341,0.9985,0.456803,0.398678,0.514929,36029
G232,39,7,8.5,7.149231,22.077277,13,7.804861,51.728216,2.026201,1.992159,2.061427,0.770235,0.997749,0.758731,0.729222,0.788239,20533
G233,138,5,5,5,0,5.650206,5.054937,12.695527,1.015166,1.005849,1.024657,0.060378,0.99925,0.053334,0.024854,0.081814,24251
G234,155,30,33.75,30.6386,52.020811,34.729622,31.147674,49.491012,3.021266,2.819047,3.25474,1.737152,0.995499,1.714121,1.633358,1.794883,23469
G235,361,2,2,2,0,0,0,0,1.001503,0.998582,1.00444,0.010034,0.99925,0.006148,-0.004478,0.016773,45723
G236,506,6,9,6.365788,30.604402,0,0,0,1.370406,1.316826,1.428531,0.555033,0.997749,0.544577,0.495066,0.594088,23449
G237,434,4,4,4,0,4.515625,4.034556,11.693932,1.013633,1.004808,1.022614,0.051493,0.99925,0.046989,0.020672,0.073305,43729
G238,127,10,20.5,12.03458,64.188088,27.792727,13.323382,105.258741,1.018253,1.008003,1.028713,0.099412,0.994749,0.070222,0.035536,0.104908,57119
G239,75,46,73.2,54.263264,135.533628,102.82458,76.674998,151.265951,6.63189,6.123245,7.232695,2.481177,0.987247,2.438422,2.366411,2.510432,23864
G240,529,16,26.5,18.03458,70.188088,37.302881,23.751938,74.54184,1.205545,1.167147,1.246556,0.505549,0.994749,0.478111,0.410547,0.545676,23830
G241,253,2,2,2,2,0,0,0,1.022776,1.011383,1.034429,0.061682,1,0.061682,0.036316,0.087048,28032
G242,464,2,2,2,0,0,0,0,1.001503,0.998582,1.00444,0.010034,0.99925,0.006148,-0.004478,0.016773,35485
G243,140,24,31,25.340979,60.540456,31.34838,25.713811,55.507956,4.453766,4.193781,4.748115,1.865097,0.994749,1.842232,1.782075,1.90239,39929
G244,573,62,72.2,65.289109,93.631671,73.945106,66.671211,92.545735,2.424901,2.282564,2.58617,1.664975,0.986497,1.586614,1.487118,1.68611,24242
G245,224,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,38634
G246,129,5,11,5.973157,41.993022,0,0,0,1.006031,1.000174,1.011957,0.040095,0.996999,0.024587,0.003367,0.045808,39494
G247,484,4,5,4.075339,17.273425,13.268519,6.292164,41.477873,1.015148,1.005853,1.024615,0.056693,0.9985,0.048971,0.023029,0.074913,32184
G248,384,3,4,3.077375,15.924098,0,0,0,1.003009,0.998876,1.007176,0.020061,0.9985,0.012295,-0.002725,0.027314,28276
G249,415,3,3,3,0,0,0,0,1.05873,1.04024,1.07789,0.136774,0.99925,0.132983,0.09992,0.166046,37933
G250,2,9,16.5,10.32254,51.5318,30,10.642281,277.528973,1.73776,1.678716,1.801108,0.674423,0.995499,0.652436,0.618351,0.686521,30358
G251,482,5,8,5.369122,29.382198,26.40625,11.663552,73.766261,1.013629,1.004809,1.022606,0.058879,0.997749,0.047244,0.02055,0.073937,38347
G252,238,4,4,4,0,5.832031,4.222481,19.08596,1.051055,1.033731,1.06897,0.136675,0.99925,0.132874,0.096049,0.169698,27287
G253,81,7,13,7.962505,44.402388,60.957396,36.690748,105.057505,1.990096,1.950748,2.031064,0.754516,0.996999,0.741157,0.712465,0.769849,35858
G254,177,5,8,5.369122,29.382198,30.630854,14.182562,76.542196,1.018215,1.008008,1.028632,0.070453,0.997749,0.0589,0.030327,0.087472,42539
G255,110,19,29.5,21.03458,73.188088,26.092395,20.751277,47.723072,1.156419,1.123836,1.190947,0.44046,0.994749,0.410186,0.342372,0.478,29547
G256,501,26,27.428571,26.193189,36.563816,28.790261,26.590053,39.194666,1.27164,1.225499,1.321392,0.684069,0.996249,0.656261,0.573558,0.738963,21081
G257,109,22,33,24.884791,63.944117,72.584988,48.279457,119.37039,1.991583,1.930437,2.056729,0.901793,0.990998,0.85411,0.801179,0.907041,25546
G258,577,5,5,5,0,6.125,5.078908,21.039169,1.105402,1.079831,1.132212,0.242607,0.99925,0.23857,0.193351,0.28379,33712
G259,239,4,4,4,4,4,4,4,2.398616,2.320861,2.481761,0.964173,1,0.962649,0.934964,0.990334,45487
G260,77,4,5,4.075339,17.273425,12.401361,5.89606,41.226062,1.012099,1.003797,1.020539,0.048884,0.9985,0.0411,0.016584,0.065617,34952
G261,57,5,5,5,5,5,5,5,1.172747,1.139863,1.207585,0.306371,1,0.302606,0.260035,0.345177,36780
G262,154,32,51.5,37.215203,104.911837,70.351742,52.114603,105.123796,2.734881,2.579819,2.909776,1.538437,0.990248,1.495199,1.418191,1.572206,37433
G263,500,7,8.5,7.149231,22.077277,13,7.804861,51.728216,1.347419,1.296216,1.402833,0.538434,0.997749,0.526408,0.475669,0.577147,35670
G264,97,15,17,15.249903,31.006186,24.259581,17.717036,46.556381,1.392549,1.335436,1.454766,0.708842,0.996999,0.69219,0.6218,0.762579,25407
G265,367,12,57,25.682312,160.001297,471.20439,296.750329,752.538816,1.029097,1.016093,1.042437,0.140153,0.992498,0.101874,0.062025,0.141722,32774
G266,99,8,13,8.777869,40.13908,61.631438,33.215154,122.071527,1.024411,1.012541,1.036563,0.103131,0.996249,0.08242,0.047536,0.117304,36237
G267,19,4,5,4.075339,17.273425,0,0,0,1.253986,1.213929,1.296776,0.371123,0.9985,0.363884,0.326061,0.401707,36015
G268,12,9,19,10.92167,61.03806,35.669954,18.619722,82.940433,1.764247,1.703607,1.829363,0.698465,0.996249,0.680751,0.643566,0.717935,29471
G269,67,2,2,2,0,0,0,0,1.001503,0.998582,1.00444,0.010034,0.99925,0.006148,-0.004478,0.016773,78992
G270,276,7,10,7.39133,29.998494,17,8.095712,98.264874,1.556817,1.499234,1.619,0.585163,0.996999,0.56976,0.533791,0.60573,41951
G271,370,8,10,8.249903,24.006186,14,9.887053,27.077369,1.404077,1.352899,1.459278,0.513502,0.996999,0.496348,0.454652,0.538045,29394
G272,566,8,14,8.9584,45.5626,29.185185,12.837159,100.784234,1.793237,1.731501,1.859539,0.714325,0.996999,0.700123,0.66283,0.737416,25902
G273,113,3,3,3,0,4.111111,3.080128,18.40741,1.006027,1.000177,1.011947,0.026707,0.99925,0.022115,0.003306,0.040924,31998
G274,357,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,29493
G275,535,5,6,5.07406,18.502615,13.401361,6.892935,42.287515,1.980061,1.945532,2.015837,0.725373,0.9985,0.718606,0.695399,0.741813,42203
G276,231,3,3,3,0,4.801749,3.214827,18.111244,1.012092,1.0038,1.020523,0.042833,0.99925,0.038947,0.015994,0.0619,35303
G277,400,27,49,32.580688,113.727651,70.042104,47.976242,115.320047,3.093163,2.956285,3.243331,1.504658,0.990998,1.466627,1.400522,1.532733,31654
G278,147,3,3,3,3,3,3,3,1.571077,1.513985,1.632644,0.559162,1,0.557638,0.528175,0.587101,36721
G279,100,7,10,7.39133,29.998494,13.24,7.943571,48.266219,1.013642,1.004805,1.022635,0.069474,0.996999,0.051796,0.022292,0.0813,33253
G280,232,2,2,2,2,0,0,0,1.024313,1.012538,1.036365,0.065015,1,0.065015,0.03921,0.09082,29756
G281,170,2,2,2,2,0,0,0,1.025851,1.013705,1.038292,0.068301,1,0.068301,0.042082,0.094519,32687
G282,254,4,5,4.075339,17.273425,13.803306,7.048405,35.526258,1.018205,1.008009,1.028609,0.064163,0.9985,0.056461,0.029338,0.083584,34249
G283,369,12,33,17.130555,97.955616,25.285367,14.667421,78.169146,1.080464,1.05832,1.103553,0.242999,0.994749,0.21545,0.165786,0.265115,34987
G284,251,4,5,4.075339,17.273425,0,0,0,1.054016,1.036286,1.072364,0.135862,0.9985,0.128269,0.094245,0.162294,26457
G285,252,41,80.428571,55.002219,152.026132,107.652257,77.318184,163.322289,1.581373,1.509991,1.659838,0.965159,0.981995,0.874484,0.794092,0.954876,36187
G286,372,9,16.5,10.32254,51.5318,30,10.642281,277.528973,1.755942,1.697371,1.8187,0.680737,0.995499,0.658779,0.625164,0.692394,34248
G287,30,13,34,18.125503,99.040343,25.95,15.603621,77.411249,2.789597,2.712361,2.87136,1.145645,0.994749,1.122463,1.085346,1.15958,29146
G288,307,4,4,4,0,0,0,0,1.255358,1.212903,1.300894,0.429634,0.99925,0.426063,0.37855,0.473576,31483
G289,336,3,3,3,0,4.125,3.079033,19.013799,1.00754,1.000996,1.014171,0.030768,0.99925,0.026573,0.006475,0.04667,41047
G290,568,7,8,7.093649,17.678164,9.571429,8.143133,12.784316,1.015174,1.005847,1.024676,0.072231,0.997749,0.056899,0.026243,0.087554,36709
G291,513,8,15.5,9.32254,50.5318,29,9.657222,274.107928,1.012115,1.003792,1.020578,0.072832,0.995499,0.048125,0.018879,0.077372,44807
G292,567,3,3,3,3,3,3,3,1.010577,1.002819,1.018457,0.03761,1,0.035945,0.013172,0.058717,39251
G293,571,6,7.5,6.149231,21.077277,12,6.84185,48.762945,1.587421,1.529314,1.650118,0.590856,0.997749,0.578947,0.545221,0.612674,40133
G294,302,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,48114
G295,204,13,27,15.920488,80.112081,89.443808,55.913293,149.173556,1.061047,1.041843,1.080973,0.220382,0.993998,0.188756,0.138671,0.23884,36299
G296,548,18,36,21.984991,99.305086,49.92294,32.52911,88.140159,1.845251,1.765914,1.932052,0.899112,0.993248,0.866078,0.808175,0.923981,30173
G297,354,2,2,2,2,2,2,2,1.010566,1.002824,1.018428,0.032828,1,0.032803,0.01243,0.053176,39042
G298,13,10,13.333333,10.503451,32.06988,16.048237,11.061578,44.459231,2.027969,2.002673,2.053912,0.774077,0.996249,0.753631,0.722783,0.78448,31071
G299,230,4,5,4.075339,17.273425,11.733333,5.62088,40.896273,1.010578,1.002818,1.01846,0.044856,0.9985,0.036985,0.01331,0.06066,39711
G300,352,12,22.5,14.03458,66.188088,24.03125,14.438071,71.3711,1.198817,1.162957,1.236959,0.389384,0.994749,0.360996,0.310261,0.411731,43640
G301,172,4,4,4,0,5.12,4.077391,20.208705,1.025936,1.01371,1.03846,0.082583,0.99925,0.078609,0.047265,0.109952,53688
G302,233,30,68.25,41.592645,156.206098,159.902635,112.040698,235.686873,1.712198,1.624853,1.809466,1.054735,0.986497,0.992524,0.915644,1.069405,50719
G303,145,3,3,3,0,0,0,0,1.052395,1.034961,1.070426,0.125941,0.99925,0.122141,0.089753,0.154529,30396
G304,226,5,8,5.369122,29.382198,0,0,0,1.345834,1.298851,1.396343,0.448938,0.997749,0.438242,0.400711,0.475774,34662
G305,29,4,4,4,0,0,0,0,2.222462,2.173305,2.273894,0.872981,0.99925,0.869742,0.841753,0.897732,33912
G306,465,2,2,2,0,0,0,0,1.001503,0.998582,1.00444,0.010034,0.99925,0.006148,-0.004478,0.016773,45287
G307,401,55,70,59.419193,105.914271,67.977902,59.826224,89.898076,6.822134,6.274862,7.473991,2.559159,0.988747,2.509866,2.434265,2.585466,33248
G308,547,7,13,7.962505,44.402388,28.185185,11.838304,99.76227,1.527917,1.471054,1.589354,0.57383,0.996999,0.559205,0.521822,0.596588,42777
G309,135,8,11,8.361075,32.925579,31.142857,15.640872,78.095639,2.210603,2.09639,2.337977,1.045056,0.997749,1.03568,0.988845,1.082516,33169
G310,68,2,2,2,2,2,2,2,1.006024,1.00018,1.011936,0.020751,1,0.020427,0.003348,0.037507,53686
G311,301,2,2,2,0,0,0,0,1.001503,0.998582,1.00444,0.010034,0.99925,0.006148,-0.004478,0.016773,42415
G312,274,9,19,10.92167,61.03806,35.669954,18.619722,82.940433,2.043175,2.020535,2.066328,0.778519,0.996249,0.761106,0.730591,0.791622,37530
G313,95,25,32,26.340979,61.540456,30.822917,26.391164,49.372649,5.088195,4.910048,5.279755,1.878091,0.994749,1.855228,1.80031,1.910146,33003
G314,335,6,7.5,6.149231,21.077277,12,6.84185,48.762945,1.033692,1.019728,1.048043,0.110936,0.997749,0.097945,0.063355,0.132534,38488
G315,197,2,2,2,0,0,0,0,1.001503,0.998582,1.00444,0.010034,0.99925,0.006148,-0.004478,0.016773,48083
G316,306,5,6,5.07406,18.502615,0,0,0,1.172277,1.139058,1.207491,0.323604,0.9985,0.316294,0.271394,0.361194,52357
G317,472,8,10,8.249903,24.006186,14,9.887053,27.077369,1.986134,1.953193,2.020204,0.742605,0.996999,0.72614,0.699334,0.752946,50584
G318,308,4,4,4,0,5.125,4.078959,20.028963,1.047795,1.031098,1.065042,0.126728,0.99925,0.122605,0.08744,0.157769,42545
G319,549,14,19,14.864775,42.909245,32.261668,21.02199,61.492026,1.896086,1.824092,1.973997,0.855886,0.995499,0.832969,0.781634,0.884303,33972
G320,531,10,11.5,10.149231,25.077277,12.188889,10.320719,24.939063,1.052921,1.035134,1.071331,0.180142,0.997749,0.165477,0.118503,0.212451,32706
G321,371,8,11,8.39133,30.998494,14.24,8.943511,49.268852,1.764538,1.705839,1.827422,0.679867,0.996999,0.664025,0.630483,0.697568,33086
G322,494,2,2,2,2,2,2,2,1.010566,1.002824,1.018428,0.032828,1,0.032803,0.01243,0.053176,31705
G323,285,5,8,5.369122,29.382198,0,0,0,1.021284,1.010242,1.032571,0.077761,0.997749,0.066228,0.036646,0.09581,57658
G324,530,6,6,6,0,6.927083,6.075862,17.329542,1.852092,1.779121,1.931305,0.785123,0.99925,0.781097,0.738988,0.823205,43180
G325,141,14,21.5,15.32254,56.5318,37.78465,23.773455,71.882253,2.387424,2.313024,2.46677,1.074745,0.995499,1.054224,1.003806,1.104643,46244
G326,300,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,49471
G327,283,3,3,3,0,4.801749,3.214827,18.111244,1.012092,1.0038,1.020523,0.042833,0.99925,0.038947,0.015994,0.0619,37601
G328,134,6,6,6,0,7.356481,6.171132,16.752192,1.512218,1.454928,1.574205,0.573542,0.99925,0.567014,0.526683,0.607346,36097
G329,171,3,3,3,0,0,0,0,1.019724,1.009118,1.030556,0.061354,0.99925,0.057506,0.03142,0.083591,37174
G330,275,7,13,7.962505,44.402388,43.4,19.398346,113.865867,1.332848,1.286185,1.383024,0.464019,0.996999,0.449644,0.406877,0.492412,46228
G331,205,2,2,2,0,0,0,0,1.001503,0.998582,1.00444,0.010034,0.99925,0.006148,-0.004478,0.016773,45708
G332,96,23,30,24.340979,59.540456,29.241486,24.554222,48.064729,4.21185,4.080491,4.351948,1.648729,0.994749,1.624418,1.572086,1.676749,40867
G333,355,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,42039
G334,235,17,38,22.108047,103.334371,25.403791,18.82423,55.714246,1.839611,1.760977,1.925597,0.89891,0.994749,0.873153,0.813634,0.932673,36530
G335,18,4,5,4.075339,17.273425,0,0,0,1.451668,1.398767,1.508729,0.50603,0.9985,0.498993,0.465457,0.53253,34743
G336,123,5,5,5,0,6.125,5.078908,21.039169,1.497902,1.434821,1.566785,0.633399,0.99925,0.629656,0.582157,0.677155,36803
G337,121,7,7.5,7.030262,15.261169,8.786667,7.193028,23.537383,1.975755,1.896803,2.061565,0.84627,0.9985,0.837495,0.797426,0.877563,21756
G338,255,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,47168
G339,206,2,2,2,0,0,0,0,1.001503,0.998582,1.00444,0.010034,0.99925,0.006148,-0.004478,0.016773,43273
G340,195,7,10,7.39133,29.998494,17,8.095712,98.264874,1.293982,1.250439,1.340667,0.428425,0.996999,0.412551,0.370684,0.454417,44258
G341,399,29,46.5,34.118074,88.836961,46.702393,34.834887,82.707074,1.553953,1.486635,1.627657,0.839338,0.988747,0.778257,0.707769,0.848745,36369
G342,169,81,143.333333,106.285161,234.665008,180.185942,143.605358,238.14072,17.245105,16.062418,18.615799,3.318799,0.974494,3.247948,3.184617,3.31128,10117
G343,212,4,5,4.075339,17.273425,0,0,0,1.945742,1.910151,1.982686,0.69524,0.9985,0.688488,0.67185,0.705127,13394
G344,440,6,6,6,0,6.650206,6.054925,13.697172,1.0322,1.018514,1.046259,0.108086,0.99925,0.101077,0.064488,0.137667,22025
G345,211,4,4,4,0,5,4.195576,9.113106,1.815181,1.761714,1.871996,0.659299,0.99925,0.654373,0.631103,0.677642,18645
G346,148,8,8,8,0,8.490596,8.040976,13.873812,1.038547,1.02349,1.054054,0.134333,0.99925,0.126292,0.084305,0.16828,18727
G347,474,3,3,3,0,4,3.24225,7.127961,1.004517,0.999453,1.009633,0.022805,0.99925,0.017401,0.000196,0.034607,15608
G348,131,14,15.5,14.180377,26.473897,17.720211,14.711474,33.45254,2.158993,2.101919,2.219253,0.941825,0.996999,0.923508,0.874323,0.972693,13003
G349,466,11,16,11.864775,39.909245,32.306122,18.159417,74.406119,2.041197,2.015449,2.067612,0.791055,0.995499,0.76791,0.734707,0.801113,13511
G350,305,8,18,9.926723,59.901606,55.929688,23.757199,153.790821,1.941823,1.898228,1.987467,0.734357,0.996249,0.717236,0.68867,0.745802,23321
G351,397,14,19.25,14.998395,41.606806,25.666667,17.863373,49.231161,1.748414,1.666965,1.838231,0.861213,0.994749,0.833685,0.777727,0.889643,21408
G352,64,39,91.5,55.708093,203.964963,168.91107,121.389596,243.842443,3.138799,2.928463,3.381689,1.733937,0.984246,1.670947,1.594621,1.747273,13832
G353,258,3,3,3,0,0,0,0,1.838468,1.787965,1.891908,0.656417,0.99925,0.653016,0.634406,0.671625,22554
G354,344,6,7.5,6.149231,21.077277,19.074074,9.96792,49.078345,1.018232,1.008006,1.028667,0.075571,0.997749,0.062476,0.03198,0.092972,16176
G355,452,7,10,7.39133,29.998494,17,8.095712,98.264874,1.972507,1.938566,2.007658,0.728908,0.996999,0.713938,0.689755,0.738121,19600
G356,25,8,18,9.926723,59.901606,28.729093,14.658204,72.53622,1.02133,1.01024,1.032666,0.095489,0.996249,0.075819,0.041467,0.110171,20461
G357,343,4,4,4,0,4.54519,4.037912,11.840008,1.012106,1.003795,1.020556,0.047434,0.99925,0.042533,0.017177,0.067889,20035
G358,24,2,2,2,0,0,0,0,1.001503,0.998582,1.00444,0.010034,0.99925,0.006148,-0.004478,0.016773,21952
G359,296,16,16.142857,16.006302,19.238251,17.255454,16.173349,25.09242,1.968047,1.861483,2.087552,1.071594,0.9985,1.055422,0.990742,1.120103,17675
G360,43,6,6.5,6.030262,14.261169,9,6.520571,23.288711,1.171851,1.138282,1.20746,0.342312,0.9985,0.3335,0.285248,0.381752,17096
G361,40,9,12,9.359347,34.045409,11.58,9.340956,28.522773,1.410042,1.356138,1.468409,0.567642,0.997749,0.555445,0.504757,0.606132,14886
G362,125,12,21.333333,13.937063,56.970717,26.670554,15.130779,80.744915,1.022894,1.011383,1.03467,0.122088,0.993998,0.087603,0.048973,0.126232,21891
G363,105,2,2,2,0,0,0,0,1.001503,0.998582,1.00444,0.010034,0.99925,0.006148,-0.004478,0.016773,23347
G364,526,15,81,37.123064,211.898588,246.129722,151.351405,406.788765,1.03856,1.023493,1.054078,0.180827,0.990998,0.135005,0.089215,0.180794,20874
G365,493,6,6,6,6,6,6,6,1.024427,1.012541,1.036596,0.087745,1,0.083205,0.048386,0.118024,19068
G366,347,21,26.25,21.998395,48.606806,53.606121,37.235721,86.482716,2.667762,2.557307,2.78819,1.347784,0.994749,1.322092,1.255597,1.388588,15203
G367,491,3,4,3.077375,15.924098,0,0,0,1.003009,0.998876,1.007176,0.020061,0.9985,0.012295,-0.002725,0.027314,24354
G368,320,11,14,11.39133,33.998494,26.994869,15.751615,64.841868,2.299925,2.189996,2.421474,1.095508,0.996999,1.081498,1.03024,1.132757,13084
G369,525,7,7,7,0,7.6,7.096873,10.716192,1.016711,1.006914,1.026701,0.073867,0.99925,0.062393,0.030434,0.094353,25776
G370,7,5,5,5,0,5.694444,5.054095,13.914899,1.320701,1.275088,1.369699,0.438319,0.99925,0.432903,0.392068,0.473738,18299
G371,469,33,42,35.130414,71.020786,43.737381,36.279403,68.156208,2.633426,2.504788,2.775993,1.472284,0.992498,1.435336,1.355871,1.5148,13685
G372,150,7,8,7.072542,20.78512,16.564444,9.426978,44.692382,1.134167,1.104535,1.165432,0.324778,0.9985,0.317465,0.263548,0.371382,15403
G373,456,7,7,7,7,7,7,7,1.265667,1.223501,1.310843,0.429196,1,0.425098,0.376012,0.474185,15937
G374,319,8,18,9.926723,59.901606,0,0,0,1.19832,1.162146,1.236819,0.38029,0.996249,0.362165,0.313135,0.411194,11371
G375,345,2,2,2,2,2,2,2,1.003008,0.998878,1.007172,0.012779,1,0.011255,-0.002292,0.024802,25573
G376,457,9,14,9.777869,41.13908,18.444444,10.56431,66.020359,1.917418,1.86937,1.968001,0.735059,0.996249,0.716006,0.684895,0.747117,22864
G377,149,5,5,5,0,0,0,0,1.111127,1.084584,1.139001,0.266133,0.99925,0.262439,0.214018,0.310861,24022
G378,257,4,5,4.075339,17.273425,0,0,0,1.604089,1.546407,1.666239,0.580092,0.9985,0.573167,0.544065,0.602269,27550
G379,295,6,6,6,6,6,6,6,1.518927,1.458355,1.584749,0.618265,1,0.616393,0.569395,0.663391,21853
G380,132,5,8,5.369122,29.382198,0,0,0,2.009234,1.997728,2.020873,0.719787,0.997749,0.709702,0.69298,0.726424,21906
G381,553,2,2,2,0,0,0,0,1.001503,0.998582,1.00444,0.010034,0.99925,0.006148,-0.004478,0.016773,21153
G382,256,2,2,2,2,0,0,0,1.432972,1.381268,1.488699,0.47933,1,0.47933,0.448425,0.510236,21131
G383,398,20,21.2,20.138909,30.366469,22.722272,20.532163,33.925735,2.111128,2.006657,2.227075,1.105412,0.996999,1.083805,1.018762,1.148848,19045
G384,82,2,2,2,2,2,2,2,1.003008,0.998878,1.007172,0.012779,1,0.011255,-0.002292,0.024802,17770
G385,41,10,10.25,10.013038,14.793627,10.941176,10.193727,14.572475,1.115541,1.088672,1.143771,0.282748,0.9985,0.269205,0.218287,0.320123,20915
G386,524,24,54.333333,32.183501,136.434904,73.792181,48.12647,126.761047,1.087778,1.064306,1.112309,0.341177,0.989497,0.282634,0.219242,0.346025,23955
G387,396,27,28.2,27.138909,37.366469,29.594915,27.529902,39.707214,2.409265,2.266637,2.571048,1.404321,0.996999,1.382017,1.304693,1.459342,20198
G388,458,3,3,3,0,0,0,0,1.70121,1.643934,1.762621,0.610421,0.99925,0.606986,0.582997,0.630975,21988
G389,554,2,2,2,0,0,0,0,1.001503,0.998582,1.00444,0.010034,0.99925,0.006148,-0.004478,0.016773,20140
G390,166,4,4,4,0,5.125,4.078959,20.028963,1.03213,1.018503,1.046125,0.095689,0.99925,0.091542,0.058983,0.124102,19921
G391,106,2,2,2,0,0,0,0,1.001503,0.998582,1.00444,0.010034,0.99925,0.006148,-0.004478,0.016773,22262
G392,9,2,2,2,2,0,0,0,1.565448,1.508918,1.626378,0.546788,1,0.546788,0.520016,0.57356,30985
G393,304,8,8.75,8.066559,16.451092,11,9.34651,14.683945,1.91268,1.864785,1.9631,0.724907,0.997749,0.710236,0.680399,0.740072,18609
G394,303,4,4,4,0,5.125,4.078959,20.028963,1.960718,1.9251,1.99768,0.706568,0.99925,0.70288,0.682832,0.722928,16376
G395,555,6,9,6.39133,28.998494,16,7.126442,94.775079,1.009066,1.001877,1.016359,0.052842,0.996999,0.035837,0.010692,0.060982,22055
G396,467,3,3,3,3,3,3,3,1.247191,1.207566,1.289504,0.362777,1,0.362454,0.32382,0.401088,22675
G397,470,33,42,35.002307,73.453337,41.888896,35.469068,65.000925,5.45355,5.131274,5.819021,2.145634,0.993248,2.116124,2.049673,2.182575,12831
G398,8,6,6.333333,6.018627,11.964957,8,6.689187,11.80394,1.247698,1.207893,1.290215,0.38376,0.9985,0.37348,0.331434,0.415527,21633
